earn,male,education,ethnicity,age,height,weight
0.0,0,12.0,White,58,66,182.0
62000.0,0,16.0,White,40,64,120.0
40000.0,0,16.0,White,44,62,150.0
0.0,0,13.0,White,42,61,123.0
35000.0,0,14.0,Hispanic,53,64,113.0
7000.0,0,12.0,White,28,64,119.0
25000.0,1,14.0,White,40,70,190.0
14000.0,0,12.0,White,37,62,118.0
5000.0,0,12.0,White,20,62,120.0
15000.0,0,12.0,White,56,64,150.0
0.0,0,14.0,Black,31,66,240.0
6000.0,0,13.0,White,34,66,150.0
11000.0,0,12.0,Black,41,69,223.0
10000.0,0,13.0,White,31,64,132.0
0.0,0,12.0,White,59,62,168.0
5000.0,0,12.0,White,32,62,118.0
20000.0,1,14.0,White,41,71,193.0
35000.0,0,12.0,White,56,59,108.0
7000.0,0,12.0,White,73,62,155.0
38000.0,1,9.0,White,46,68,185.0
29000.0,1,9.0,White,58,68,175.0
20000.0,0,10.0,White,44,62,122.0
8000.0,0,12.0,White,57,63,160.0
36000.0,1,16.0,White,51,69,175.0
1500.0,0,12.0,White,44,67,228.0
42000.0,0,18.0,White,29,64,135.0
35000.0,0,17.0,White,44,68,135.0
25000.0,1,12.0,White,22,70,165.0
5000.0,1,9.0,White,18,76,150.0
13000.0,1,10.0,White,20,69,140.0
20000.0,0,11.0,White,64,66,133.0
10000.0,0,12.0,White,71,66,98.0
50000.0,1,15.0,Other,49,72,194.0
30000.0,1,11.0,Black,51,69,145.0
7000.0,1,12.0,White,23,69,160.0
15000.0,0,12.0,Black,82,62,118.0
31000.0,0,12.0,Black,48,60,200.0
15000.0,0,12.0,Black,42,66,149.0
0.0,0,18.0,White,41,60,135.0
50000.0,1,16.0,White,49,67,170.0
5000.0,0,11.0,Hispanic,18,67,120.0
5000.0,1,15.0,White,20,66,140.0
600.0,0,12.0,Black,18,70,150.0
14000.0,0,8.0,Black,51,64,150.0
40000.0,0,18.0,Other,35,60,105.0
24000.0,1,18.0,White,36,68,170.0
25000.0,0,12.0,Black,59,66,150.0
22000.0,1,12.0,Black,24,73,180.0
20000.0,1,8.0,White,36,72,215.0
20112.0,0,12.0,White,38,64,145.0
12000.0,1,13.0,White,67,67,135.0
15000.0,1,8.0,Black,37,71,180.0
20000.0,1,18.0,White,69,70,221.0
5000.0,0,8.0,White,44,66,129.0
41000.0,0,13.0,White,40,67,140.0
13000.0,1,9.0,Black,50,71,155.0
0.0,0,12.0,White,25,63,136.0
60000.0,1,16.0,White,31,73,170.0
24000.0,1,16.0,White,25,70,155.0
38000.0,1,16.0,White,36,70,165.0
3000.0,0,14.0,White,27,71,128.0
13000.0,0,12.0,White,30,66,110.0
5000.0,1,12.0,White,21,75,160.0
20000.0,0,14.0,White,37,60,92.0
22000.0,1,12.0,White,28,72,230.0
35000.0,0,14.0,White,40,70,256.0
0.0,0,16.0,Black,23,63,118.0
28000.0,1,9.0,Black,55,75,230.0
22000.0,0,12.0,White,41,60,110.0
30000.0,1,12.0,Black,44,73,186.0
5000.0,1,6.0,Black,70,65,165.0
30000.0,0,12.0,Black,32,65,210.0
35000.0,0,17.0,White,63,63,135.0
30000.0,1,16.0,White,31,67,140.0
32000.0,0,12.0,White,69,61,130.0
26000.0,0,17.0,White,43,69,135.0
22000.0,0,14.0,White,34,64,144.0
15000.0,0,14.0,White,72,62,190.0
25000.0,1,12.0,White,33,70,150.0
11000.0,0,10.0,White,24,68,147.0
15000.0,1,12.0,White,33,67,140.0
13000.0,0,12.0,White,53,62,130.0
10000.0,0,15.0,White,42,64,180.0
0.0,0,12.0,White,24,68,110.0
35000.0,1,16.0,White,32,72,200.0
12000.0,0,12.0,White,45,68,120.0
25000.0,0,17.0,White,38,64,130.0
0.0,1,13.0,White,57,66,130.0
7000.0,0,11.0,White,64,64,118.0
57000.0,1,14.0,White,37,73,230.0
36000.0,1,16.0,White,37,73,210.0
29000.0,1,14.0,Hispanic,29,69,175.0
8000.0,0,13.0,White,19,68,133.0
3000.0,1,11.0,Black,18,71,125.0
0.0,0,12.0,White,64,63,160.0
20000.0,0,16.0,White,41,66,205.0
0.0,0,12.0,White,36,66,158.0
33000.0,1,12.0,White,57,66,173.0
15000.0,0,12.0,Hispanic,68,68,210.0
16000.0,1,12.0,White,33,70,235.0
5000.0,0,12.0,White,78,62,148.0
8000.0,0,14.0,White,43,66,142.0
32000.0,0,16.0,Black,34,63,122.0
14500.0,1,12.0,White,24,75,175.0
13000.0,0,12.0,White,29,67,125.0
5000.0,1,16.0,White,27,68,115.0
5000.0,0,12.0,Black,34,60,
0.0,0,10.0,White,20,62,125.0
5000.0,0,11.0,White,57,70,200.0
7000.0,0,9.0,White,25,63,160.0
50000.0,0,18.0,Black,65,65,126.0
12000.0,0,12.0,Black,35,69,185.0
19000.0,1,14.0,White,61,71,209.0
9000.0,0,12.0,White,55,62,110.0
25000.0,0,12.0,White,38,64,110.0
20000.0,0,12.0,Black,35,65,130.0
55000.0,1,18.0,Hispanic,35,72,170.0
15000.0,0,12.0,Black,71,62,145.0
45000.0,1,18.0,White,31,75,190.0
10000.0,0,12.0,White,40,65,120.0
15000.0,0,12.0,White,67,65,142.0
13000.0,0,12.0,White,19,63,113.0
45000.0,0,18.0,White,30,66,120.0
20000.0,0,13.0,White,31,64,110.0
45000.0,0,16.0,White,29,68,116.0
30000.0,1,12.0,White,26,72,185.0
12000.0,0,12.0,White,34,64,110.0
26000.0,0,13.0,White,33,70,125.0
12500.0,0,12.0,White,27,65,115.0
8000.0,0,12.0,White,29,64,130.0
15000.0,0,16.0,Hispanic,32,64,120.0
65000.0,1,14.0,White,25,67,207.0
25000.0,1,10.0,White,21,73,175.0
8000.0,1,14.0,Hispanic,21,73,185.0
15000.0,1,14.0,Other,21,65,110.0
12000.0,0,16.0,White,40,64,160.0
35000.0,1,12.0,White,42,72,195.0
35000.0,0,13.0,Black,37,67,140.0
40000.0,1,16.0,White,31,67,162.0
15000.0,0,14.0,Hispanic,24,66,140.0
29000.0,1,12.0,White,22,74,145.0
5000.0,0,10.0,White,74,60,114.0
15000.0,0,12.0,White,33,64,96.0
15000.0,0,13.0,White,31,63,175.0
20000.0,1,12.0,White,36,74,250.0
3000.0,1,6.0,Black,62,74,205.0
1000.0,0,16.0,Black,19,63,120.0
8000.0,0,11.0,Black,23,62,140.0
5000.0,0,12.0,White,18,62,103.0
25000.0,0,16.0,White,27,67,160.0
5000.0,1,13.0,White,22,75,219.0
20000.0,1,12.0,White,57,69,163.0
15000.0,0,12.0,White,26,65,133.0
30000.0,1,12.0,White,34,73,150.0
12000.0,0,12.0,White,35,63,200.0
5000.0,0,11.0,White,80,59,
0.0,0,12.0,White,34,60,120.0
15000.0,0,14.0,White,38,65,122.0
5000.0,1,14.0,Black,34,64,145.0
15000.0,0,10.0,Black,59,64,130.0
25000.0,0,18.0,White,78,64,135.0
10000.0,0,14.0,White,32,67,210.0
16000.0,1,12.0,White,19,69,140.0
45000.0,1,12.0,White,29,71,185.0
40000.0,1,14.0,White,54,72,170.0
15000.0,1,12.0,White,26,72,200.0
0.0,0,12.0,White,62,63,140.0
20000.0,0,13.0,White,33,66,152.0
25000.0,1,14.0,White,81,70,125.0
19000.0,0,14.0,White,52,64,145.0
17600.0,0,16.0,White,30,64,128.0
7000.0,1,12.0,White,67,68,155.0
30000.0,1,12.0,White,32,74,207.0
18000.0,0,11.0,White,47,62,125.0
15000.0,0,8.0,Hispanic,41,63,135.0
25000.0,0,16.0,White,47,65,135.0
0.0,0,14.0,White,55,66,155.0
6000.0,0,5.0,White,62,60,120.0
70000.0,1,18.0,White,42,69,170.0
15000.0,0,16.0,Other,34,61,115.0
15000.0,1,12.0,White,61,68,140.0
25000.0,0,17.0,White,33,65,135.0
35000.0,0,16.0,White,28,66,120.0
18000.0,1,16.0,White,24,70,155.0
28000.0,1,15.0,Black,30,72,165.0
35000.0,0,12.0,White,49,66,160.0
25000.0,1,12.0,Hispanic,23,67,150.0
15000.0,0,11.0,Hispanic,21,64,135.0
22000.0,1,14.0,Hispanic,28,71,172.0
0.0,0,12.0,White,29,63,128.0
35000.0,1,12.0,White,30,73,190.0
18000.0,0,15.0,Black,46,64,140.0
35000.0,1,14.0,White,37,68,150.0
16400.0,0,12.0,Black,21,64,115.0
22000.0,1,16.0,Black,37,66,135.0
30000.0,0,16.0,White,58,67,128.0
17000.0,0,12.0,Hispanic,27,64,135.0
25000.0,0,14.0,Black,36,64,147.0
10000.0,0,12.0,White,51,62,138.0
40000.0,1,12.0,White,37,69,180.0
12500.0,0,12.0,White,63,63,125.0
15000.0,0,12.0,White,77,63,180.0
10000.0,0,12.0,White,30,63,135.0
35000.0,1,15.0,White,45,72,195.0
0.0,0,16.0,Hispanic,23,61,93.0
105000.0,1,12.0,White,49,75,202.0
25000.0,1,12.0,White,27,71,160.0
100000.0,1,18.0,White,40,70,170.0
25000.0,0,12.0,White,61,60,130.0
21000.0,1,12.0,White,51,69,158.0
10000.0,0,14.0,White,56,64,200.0
33000.0,1,12.0,White,26,72,222.0
26000.0,1,18.0,White,25,69,149.0
60000.0,0,10.0,White,78,63,136.0
15000.0,0,16.0,White,84,64,110.0
18000.0,1,16.0,White,45,71,235.0
15000.0,0,8.0,White,61,59,105.0
5000.0,1,13.0,White,20,68,170.0
60000.0,1,17.0,White,42,77,270.0
12000.0,0,14.0,White,69,68,150.0
28000.0,1,18.0,Black,38,70,140.0
42000.0,1,18.0,White,43,69,154.0
2000.0,0,12.0,White,33,63,103.0
10000.0,0,16.0,White,54,65,147.0
20000.0,1,18.0,Black,33,73,190.0
28000.0,1,15.0,Other,40,66,145.0
10000.0,1,17.0,Black,62,72,212.0
0.0,1,16.0,White,65,66,164.0
31000.0,1,12.0,Black,31,72,161.0
17000.0,0,13.0,Black,37,69,172.0
16000.0,0,12.0,White,39,67,220.0
35000.0,0,15.0,White,38,66,170.0
3000.0,0,12.0,White,26,67,111.0
5000.0,0,11.0,White,78,68,149.0
25000.0,1,10.0,White,51,72,155.0
16000.0,0,18.0,White,39,68,150.0
35000.0,0,15.0,Black,42,65,120.0
27000.0,0,17.0,Black,33,62,140.0
25000.0,1,17.0,White,29,69,155.0
0.0,0,14.0,White,78,62,200.0
40000.0,1,16.0,White,41,70,145.0
45000.0,0,16.0,White,43,66,151.0
14000.0,1,12.0,White,23,66,185.0
25000.0,0,14.0,White,37,66,200.0
40000.0,1,12.0,White,42,72,230.0
34000.0,1,12.0,White,35,69,187.0
40000.0,1,12.0,White,34,66,205.0
25000.0,1,16.0,White,83,71,190.0
35000.0,1,14.0,White,28,69,165.0
12000.0,0,12.0,Hispanic,51,60,104.0
30000.0,0,17.0,White,43,65,
23000.0,0,12.0,White,40,62,180.0
2000.0,0,12.0,White,30,67,150.0
20000.0,1,14.0,White,25,67,175.0
10000.0,0,9.0,Black,62,68,240.0
0.0,0,6.0,Black,67,65,175.0
25000.0,0,16.0,White,33,63,115.0
5000.0,0,12.0,Other,19,64,210.0
5000.0,0,11.0,Black,64,66,150.0
60000.0,0,16.0,Black,43,66,160.0
12000.0,1,16.0,Black,41,74,170.0
25000.0,0,18.0,White,61,65,157.0
22000.0,0,14.0,Black,73,63,180.0
0.0,0,12.0,White,38,62,130.0
8000.0,1,17.0,White,25,68,165.0
5000.0,0,17.0,White,22,68,
2000.0,0,16.0,White,21,66,124.0
5000.0,0,14.0,White,30,64,110.0
10000.0,0,13.0,White,20,61,130.0
18600.0,0,16.0,White,26,65,122.0
20000.0,0,14.0,White,20,62,120.0
100000.0,1,18.0,White,37,73,200.0
50000.0,0,15.0,White,40,62,135.0
27000.0,1,12.0,White,42,70,170.0
1000.0,0,12.0,Black,58,58,100.0
18000.0,1,12.0,White,20,68,145.0
17000.0,0,14.0,White,23,67,140.0
10000.0,0,12.0,White,74,64,180.0
14000.0,1,14.0,White,35,70,208.0
7200.0,1,14.0,White,66,72,200.0
0.0,0,8.0,Other,52,63,130.0
33000.0,0,17.0,White,39,63,112.0
23000.0,1,12.0,White,34,66,180.0
10000.0,0,12.0,White,41,65,138.0
22000.0,1,12.0,White,24,61,124.0
13000.0,0,12.0,Hispanic,19,61,110.0
33000.0,0,12.0,White,31,67,150.0
36000.0,1,12.0,White,36,73,250.0
10000.0,0,10.0,Black,64,66,180.0
10000.0,0,14.0,Black,32,71,185.0
6000.0,0,12.0,White,60,64,145.0
25000.0,1,11.0,White,63,70,199.0
12000.0,0,12.0,White,43,67,165.0
10000.0,0,11.0,White,47,62,190.0
21000.0,0,12.0,White,45,67,131.0
26000.0,1,12.0,White,32,69,210.0
22000.0,0,12.0,Black,50,66,170.0
23000.0,0,15.0,Black,54,66,155.0
20000.0,1,15.0,White,24,66,150.0
10000.0,0,13.0,White,38,66,130.0
15000.0,0,12.0,White,71,64,137.0
7000.0,1,14.0,Black,24,72,190.0
15000.0,0,12.0,White,38,64,195.0
0.0,0,12.0,White,60,64,170.0
26000.0,0,16.0,White,34,65,160.0
10000.0,1,11.0,White,31,72,150.0
0.0,0,8.0,White,57,63,150.0
3000.0,1,14.0,White,20,71,185.0
27000.0,0,17.0,Hispanic,41,64,135.0
25000.0,1,16.0,Black,52,70,190.0
35000.0,0,18.0,White,39,66,125.0
28000.0,0,17.0,White,25,64,112.0
25000.0,0,12.0,White,22,69,154.0
15000.0,0,12.0,White,27,67,123.0
55000.0,1,18.0,White,30,75,178.0
20000.0,0,17.0,Hispanic,26,66,125.0
8500.0,0,12.0,White,44,67,125.0
0.0,0,12.0,White,58,68,132.0
15000.0,0,13.0,White,31,67,142.0
30000.0,1,8.0,Black,41,75,214.0
30000.0,1,16.0,White,30,71,175.0
0.0,0,12.0,White,66,62,175.0
5000.0,0,13.0,White,54,68,180.0
5000.0,0,14.0,White,18,67,124.0
20000.0,0,12.0,White,31,68,135.0
20000.0,0,15.0,White,57,70,183.0
22000.0,1,6.0,White,75,70,151.0
25000.0,1,16.0,White,26,67,145.0
0.0,0,16.0,White,62,64,122.0
5000.0,0,12.0,Black,33,64,140.0
15000.0,0,12.0,White,64,65,120.0
3000.0,1,8.0,White,22,71,160.0
16000.0,0,12.0,White,49,63,137.0
30000.0,1,14.0,White,27,70,175.0
0.0,0,12.0,White,57,64,126.0
10000.0,0,12.0,Black,39,61,148.0
15000.0,0,12.0,Black,28,65,162.0
28000.0,1,12.0,White,46,67,170.0
15000.0,0,12.0,White,45,67,150.0
15000.0,0,12.0,White,69,68,
5000.0,0,6.0,White,76,59,110.0
5000.0,0,12.0,White,53,63,135.0
31500.0,1,14.0,White,35,65,153.0
95000.0,1,18.0,White,52,66,168.0
45000.0,1,17.0,White,61,68,160.0
20000.0,0,12.0,White,53,69,150.0
38000.0,1,12.0,White,40,67,145.0
10000.0,1,8.0,White,70,72,250.0
15000.0,0,16.0,White,73,63,139.0
30000.0,1,12.0,White,41,74,199.0
35900.0,1,16.0,White,42,74,225.0
12000.0,0,13.0,White,22,66,104.0
15000.0,1,15.0,White,35,72,165.0
10000.0,0,16.0,White,25,69,115.0
45000.0,0,18.0,White,44,66,150.0
5000.0,0,12.0,White,19,62,175.0
5000.0,1,11.0,White,25,68,130.0
40000.0,1,16.0,White,56,74,185.0
21500.0,1,12.0,White,27,72,180.0
14000.0,1,12.0,White,62,66,132.0
38000.0,1,17.0,Other,54,67,175.0
1000.0,0,12.0,White,18,65,130.0
14000.0,1,12.0,White,73,66,240.0
15000.0,0,12.0,White,31,65,130.0
15000.0,0,16.0,White,23,64,110.0
0.0,0,12.0,Hispanic,63,62,132.0
25000.0,0,12.0,White,70,64,160.0
24000.0,0,13.0,White,42,68,145.0
4500.0,0,16.0,White,23,64,130.0
18000.0,0,16.0,White,63,64,127.0
35000.0,0,12.0,White,19,64,115.0
14000.0,0,12.0,White,20,63,100.0
10000.0,0,12.0,White,28,69,160.0
9500.0,0,12.0,White,32,67,150.0
11000.0,0,15.0,White,66,63,140.0
17000.0,1,12.0,White,67,67,140.0
6000.0,0,13.0,White,28,60,130.0
2500.0,0,11.0,White,58,62,140.0
40000.0,1,16.0,White,41,72,163.0
0.0,0,14.0,White,35,67,190.0
25000.0,1,16.0,White,39,67,165.0
15000.0,0,13.0,White,65,68,170.0
28000.0,0,15.0,Black,60,66,170.0
33000.0,0,12.0,Black,45,66,136.0
5000.0,0,16.0,White,62,68,210.0
4000.0,0,8.0,White,64,60,149.0
0.0,0,12.0,White,29,67,150.0
4100.0,1,16.0,White,30,65,130.0
5000.0,1,11.0,White,76,60,89.0
25000.0,0,12.0,White,82,69,135.0
32000.0,1,12.0,White,28,72,205.0
15000.0,1,9.0,Hispanic,40,65,170.0
15000.0,1,14.0,White,38,69,170.0
13000.0,0,8.0,White,58,64,140.0
8000.0,1,8.0,Hispanic,27,64,150.0
0.0,0,17.0,Other,26,62,100.0
0.0,0,13.0,White,56,65,170.0
17000.0,0,12.0,White,38,64,125.0
15000.0,0,12.0,White,77,67,137.0
18000.0,1,13.0,White,32,66,170.0
12000.0,1,12.0,White,24,73,165.0
7000.0,1,7.0,White,49,74,295.0
0.0,0,12.0,White,24,66,121.0
1200.0,0,14.0,White,22,65,130.0
0.0,1,12.0,White,18,72,170.0
0.0,0,12.0,White,18,64,120.0
14000.0,1,12.0,White,21,63,165.0
17000.0,0,12.0,White,40,63,115.0
30000.0,1,12.0,White,42,66,150.0
5000.0,1,6.0,White,61,69,196.0
0.0,1,10.0,White,63,72,230.0
62000.0,0,12.0,White,81,64,140.0
25000.0,1,12.0,White,53,70,260.0
22000.0,0,12.0,Hispanic,33,66,185.0
15000.0,0,12.0,White,21,63,130.0
27000.0,1,12.0,White,91,73,210.0
20000.0,0,16.0,White,26,63,135.0
9000.0,0,11.0,White,34,69,160.0
0.0,0,14.0,White,24,66,120.0
17000.0,1,12.0,White,30,73,168.0
5000.0,0,14.0,White,21,65,119.0
15000.0,1,12.0,White,21,71,145.0
1800.0,0,12.0,White,46,68,160.0
18000.0,0,12.0,White,46,64,145.0
25000.0,0,18.0,White,42,63,120.0
5000.0,0,14.0,Black,47,66,150.0
20000.0,1,16.0,Black,41,70,220.0
75000.0,0,15.0,White,40,64,115.0
3500.0,0,12.0,White,40,66,170.0
36000.0,0,12.0,White,71,61,130.0
30000.0,1,12.0,White,25,72,210.0
25000.0,0,13.0,White,78,65,145.0
1000.0,0,14.0,White,26,64,200.0
60000.0,1,12.0,White,66,68,187.0
5000.0,0,12.0,White,73,64,170.0
35000.0,1,13.0,White,76,74,195.0
9000.0,1,13.0,White,33,67,160.0
35000.0,1,9.0,White,84,70,184.0
11000.0,0,10.0,White,58,66,150.0
12000.0,1,12.0,White,52,71,180.0
30000.0,1,12.0,White,43,71,170.0
19000.0,1,7.0,Black,57,71,155.0
5000.0,0,12.0,White,46,67,215.0
9000.0,1,9.0,White,61,74,205.0
30000.0,1,16.0,White,29,75,225.0
0.0,0,12.0,White,33,62,118.0
9000.0,1,12.0,White,32,72,150.0
15000.0,0,16.0,Hispanic,30,66,145.0
8000.0,0,12.0,Black,31,65,135.0
25000.0,1,8.0,White,45,70,175.0
10000.0,0,10.0,White,75,66,129.0
33000.0,1,12.0,White,37,72,160.0
5000.0,1,10.0,Black,60,70,175.0
5000.0,0,5.0,Black,83,72,185.0
15000.0,0,9.0,Black,65,64,237.0
12000.0,0,12.0,Hispanic,28,60,140.0
18000.0,0,15.0,White,37,64,136.0
5000.0,0,8.0,Hispanic,33,61,169.0
15000.0,0,12.0,Black,59,66,181.0
30000.0,0,13.0,White,61,65,193.0
12500.0,0,12.0,White,32,65,198.0
10000.0,0,12.0,Black,36,62,145.0
8500.0,1,13.0,Black,71,68,212.0
15000.0,0,13.0,White,36,67,205.0
21000.0,1,14.0,Black,46,73,175.0
0.0,0,12.0,White,29,63,122.0
21000.0,0,12.0,White,77,64,153.0
40000.0,1,12.0,White,47,70,210.0
0.0,0,13.0,White,24,66,135.0
21000.0,0,17.0,White,25,68,160.0
0.0,0,13.0,White,39,63,123.0
5000.0,0,12.0,White,52,66,160.0
22000.0,0,17.0,White,36,71,153.0
30000.0,1,14.0,White,26,73,155.0
0.0,0,12.0,White,28,64,185.0
123000.0,0,14.0,White,58,61,140.0
8000.0,0,9.0,White,45,63,190.0
0.0,0,9.0,White,54,63,140.0
0.0,0,8.0,White,56,62,115.0
2000.0,0,9.0,White,25,64,145.0
7600.0,0,6.0,White,62,67,195.0
0.0,0,12.0,White,18,67,145.0
5000.0,0,8.0,White,69,66,157.0
15000.0,1,14.0,White,22,72,160.0
5000.0,0,15.0,White,27,66,135.0
15000.0,0,12.0,Black,30,66,135.0
0.0,0,18.0,White,45,61,114.0
10000.0,0,12.0,White,25,63,138.0
35000.0,1,12.0,White,48,73,244.0
15000.0,0,12.0,White,26,64,130.0
15000.0,0,16.0,White,57,66,158.0
4000.0,0,12.0,White,22,70,155.0
16000.0,1,8.0,White,24,68,165.0
200.0,0,12.0,White,33,67,128.0
23000.0,1,16.0,White,25,74,195.0
16000.0,0,16.0,White,27,64,123.0
0.0,0,12.0,White,27,61,130.0
0.0,0,12.0,White,52,66,250.0
6000.0,0,12.0,White,49,60,200.0
600.0,0,9.0,White,46,59,125.0
0.0,0,16.0,Black,36,62,160.0
0.0,0,14.0,Black,61,62,187.0
25000.0,0,12.0,Black,21,62,124.0
0.0,0,12.0,White,25,62,210.0
28000.0,1,16.0,Other,34,75,201.0
15000.0,0,8.0,White,47,66,155.0
4000.0,0,8.0,White,66,66,160.0
15000.0,1,12.0,White,35,64,129.0
15000.0,1,12.0,White,25,71,172.0
25000.0,0,18.0,White,36,66,150.0
5000.0,1,13.0,White,61,70,170.0
0.0,0,10.0,White,35,61,117.0
25000.0,0,12.0,White,30,63,123.0
15000.0,0,12.0,White,26,67,117.0
15000.0,0,12.0,White,49,74,230.0
40000.0,1,11.0,White,44,69,180.0
30000.0,1,11.0,White,51,70,255.0
5000.0,0,12.0,White,29,66,195.0
35000.0,1,14.0,White,34,74,200.0
16000.0,0,14.0,White,31,65,200.0
5000.0,0,12.0,White,36,63,145.0
28000.0,0,16.0,White,40,64,128.0
20000.0,1,15.0,White,42,68,206.0
21000.0,1,13.0,White,30,66,140.0
17000.0,1,12.0,Black,42,69,210.0
24000.0,0,13.0,White,50,60,115.0
25000.0,0,12.0,White,75,61,110.0
40000.0,1,12.0,White,46,75,162.0
15000.0,1,9.0,White,25,70,220.0
0.0,0,9.0,Hispanic,23,63,145.0
0.0,1,13.0,White,20,69,150.0
0.0,0,16.0,White,63,66,165.0
8000.0,0,13.0,White,19,64,120.0
19000.0,0,15.0,Hispanic,45,63,175.0
5000.0,0,12.0,White,76,64,178.0
10000.0,0,11.0,Hispanic,36,64,120.0
45000.0,0,16.0,White,69,67,138.0
5000.0,1,17.0,Black,33,64,145.0
0.0,1,14.0,White,21,72,160.0
24000.0,0,14.0,Black,40,63,142.0
5000.0,0,14.0,White,19,67,100.0
15000.0,0,14.0,Hispanic,42,63,155.0
33000.0,1,16.0,White,34,66,160.0
24000.0,0,14.0,White,24,65,125.0
6000.0,0,13.0,White,23,63,135.0
90000.0,0,14.0,White,55,66,129.0
0.0,0,16.0,White,45,64,190.0
57000.0,0,18.0,White,47,64,170.0
15000.0,0,14.0,White,21,68,125.0
13800.0,1,14.0,White,54,71,195.0
30000.0,1,18.0,White,37,71,280.0
15000.0,1,12.0,White,40,72,155.0
15000.0,0,14.0,White,75,60,115.0
31000.0,1,12.0,White,29,70,170.0
33000.0,1,17.0,White,40,74,180.0
30000.0,1,18.0,White,61,68,175.0
12000.0,1,12.0,White,38,74,218.0
5000.0,1,12.0,White,22,75,150.0
21000.0,1,12.0,White,59,68,171.0
45000.0,1,12.0,White,59,72,185.0
28000.0,0,18.0,White,46,63,140.0
25000.0,1,9.0,White,62,71,225.0
12000.0,1,12.0,White,31,72,210.0
19000.0,0,12.0,White,46,64,170.0
6000.0,0,14.0,White,35,63,200.0
5300.0,0,13.0,White,60,66,230.0
5000.0,0,12.0,Black,21,66,121.0
15000.0,0,13.0,White,28,61,87.0
5000.0,1,2.0,Black,90,60,110.0
0.0,0,12.0,White,29,62,120.0
15000.0,0,11.0,White,59,65,145.0
17000.0,1,12.0,White,46,73,215.0
4700.0,0,12.0,Black,78,66,165.0
5000.0,0,12.0,White,75,67,139.0
0.0,0,12.0,White,18,68,113.0
9500.0,0,12.0,White,65,62,150.0
1700.0,1,12.0,White,22,65,150.0
0.0,0,14.0,White,43,63,130.0
5400.0,0,12.0,White,31,62,141.0
10000.0,1,12.0,White,31,68,160.0
25000.0,0,15.0,White,83,59,99.0
0.0,0,12.0,White,39,62,180.0
5000.0,1,13.0,White,38,69,165.0
25000.0,0,14.0,White,33,70,135.0
15000.0,1,8.0,White,82,66,180.0
0.0,0,9.0,White,63,64,102.0
15000.0,0,12.0,White,82,59,120.0
25000.0,0,10.0,White,73,62,100.0
30000.0,1,12.0,White,42,68,190.0
35000.0,0,16.0,White,43,68,157.0
25000.0,0,11.0,White,46,63,220.0
28000.0,0,18.0,White,44,63,130.0
42000.0,0,12.0,White,40,63,100.0
45000.0,1,12.0,White,58,68,170.0
55000.0,0,12.0,White,51,64,121.0
5000.0,0,15.0,White,39,65,128.0
62000.0,1,17.0,White,55,72,220.0
36000.0,0,16.0,White,30,70,135.0
15000.0,0,12.0,White,81,66,140.0
25000.0,1,10.0,White,31,70,155.0
19000.0,1,12.0,White,28,72,220.0
38000.0,1,11.0,White,50,69,165.0
15000.0,0,14.0,White,37,63,120.0
4500.0,0,5.0,White,85,58,114.0
96000.0,0,14.0,White,27,63,115.0
11000.0,0,12.0,White,47,63,115.0
9000.0,1,15.0,White,34,73,312.0
5000.0,0,14.0,White,24,69,127.0
50000.0,1,12.0,White,51,70,160.0
0.0,0,12.0,White,59,66,115.0
5000.0,0,15.0,White,56,60,170.0
0.0,0,16.0,White,62,66,185.0
6000.0,0,13.0,White,44,65,185.0
100000.0,1,13.0,White,22,72,180.0
16500.0,0,13.0,White,46,62,130.0
25000.0,1,12.0,White,54,72,200.0
0.0,1,12.0,White,18,69,185.0
15000.0,0,12.0,Black,32,65,120.0
15000.0,1,14.0,Black,26,73,134.0
15000.0,0,12.0,Black,40,66,140.0
32000.0,1,14.0,White,40,72,280.0
30000.0,1,18.0,White,41,73,230.0
10000.0,0,16.0,White,42,68,150.0
15000.0,0,12.0,White,62,59,180.0
0.0,0,12.0,White,35,64,128.0
15000.0,0,12.0,White,19,66,125.0
6500.0,0,8.0,White,83,60,129.0
26000.0,0,18.0,White,63,60,124.0
17000.0,0,12.0,White,59,65,140.0
22000.0,0,18.0,Other,59,63,150.0
10000.0,0,12.0,White,41,64,145.0
50000.0,1,14.0,White,58,71,165.0
20000.0,1,12.0,White,35,67,162.0
5000.0,0,12.0,White,67,63,145.0
0.0,0,13.0,White,59,67,150.0
400.0,0,12.0,White,31,63,160.0
30000.0,1,12.0,White,67,72,160.0
16000.0,0,14.0,White,59,65,125.0
62000.0,0,14.0,White,43,66,112.0
10000.0,0,12.0,White,66,66,160.0
14000.0,0,13.0,White,58,63,115.0
5000.0,0,15.0,White,20,65,112.0
40000.0,1,16.0,White,34,74,210.0
5000.0,0,13.0,White,55,67,170.0
25000.0,0,17.0,White,47,68,185.0
12000.0,0,12.0,White,51,65,150.0
58000.0,0,16.0,White,34,64,137.0
18000.0,0,16.0,White,26,68,128.0
1000.0,1,12.0,White,18,65,147.0
21000.0,1,17.0,White,47,72,265.0
11000.0,1,12.0,Black,62,66,158.0
15000.0,1,7.0,White,77,69,220.0
13000.0,0,12.0,White,36,64,130.0
0.0,0,12.0,White,53,64,140.0
20000.0,0,16.0,Other,88,60,110.0
25000.0,1,12.0,Black,35,72,220.0
5000.0,1,8.0,Hispanic,74,70,205.0
600.0,0,12.0,White,43,64,130.0
25000.0,1,14.0,Black,26,67,190.0
